"study.hrs.perwk","attendance.rate","previous.grades","extracurricular.activities","parent.edu.level","passed"
12.3,49.7,56.5,"No","Master","No"
6.2,76.7,65.5,"Yes","Bachelor","No"
16,70.2,57.8,"No","Master","No"
13.5,57.3,57.6,"Yes","Associate","No"
14.7,46.4,73,"No","Bachelor","No"
10.9,30.8,55.6,"No","Associate","Yes"
5.3,65.9,42.8,"Yes","Doctorate","No"
6,79.6,63,"Yes","High School","No"
11.6,91.3,63.6,"No","Master","No"
14.7,48.3,54.4,"No","Associate","Yes"
14.9,86.2,76.3,"Yes","Bachelor","Yes"
4.1,82.2,61.6,"Yes","Master","No"
6.2,80.2,54,"No","Doctorate","No"
21.4,31.8,45.5,"No","Doctorate","No"
8.9,72.6,47.2,"No","Doctorate","Yes"
10.2,73.4,60.6,"No","High School","No"
5.2,85.9,77.4,"Yes","Associate","No"
12.5,69.8,69.6,"No","Doctorate","Yes"
5,77.6,68.8,"No","High School","No"
11.5,75.4,73.7,"Yes","High School","No"
10.2,83.6,64.1,"No","Associate","Yes"
12.7,71.5,64.1,"No","Bachelor","Yes"
8.7,85,56,"Yes","Bachelor","Yes"
7.3,70.6,69.7,"Yes","Bachelor","Yes"
7.2,51.9,65.1,"No","Bachelor","No"
13.2,95.7,83.6,"Yes","Bachelor","Yes"
8.1,70.7,51.9,"Yes","High School","Yes"
8.2,93,71.2,"No","Master","Yes"
10.4,59.3,87.6,"Yes","Doctorate","Yes"
12.1,85.7,50.3,"Yes","Master","No"
14.5,65.2,68.1,"Yes","Master","No"
11.4,91.5,86.3,"No","Doctorate","Yes"
4.7,58.4,61.5,"No","High School","Yes"
18.5,70.7,48,"No","Master","No"
19.9,100,63.6,"Yes","Master","Yes"
14.3,66.7,59.7,"Yes","Bachelor","No"
11.8,82.8,72.7,"No","High School","Yes"
9.6,84.2,56.6,"No","Associate","Yes"
11.4,75,62.4,"No","Bachelor","No"
9.7,79.2,50.8,"Yes","Bachelor","Yes"
14.6,82,61.7,"No","Doctorate","Yes"
11.4,55.4,71,"No","Associate","No"
8.7,59.1,86.3,"No","Bachelor","No"
9.9,78.4,89.5,"Yes","Master","No"
11.7,97.2,63.4,"Yes","High School","Yes"
10.2,72.1,60.6,"No","Doctorate","Yes"
8,91.5,53.5,"No","Bachelor","No"
2.3,99,45.5,"Yes","Master","Yes"
11.7,72.7,59.4,"Yes","Doctorate","Yes"
11.7,63.3,65.5,"No","Master","No"
6.4,86.7,49.6,"No","Bachelor","Yes"
7.2,86.5,41.8,"No","Bachelor","Yes"
11.9,65.2,57.3,"Yes","Associate","Yes"
10.2,92.3,37,"Yes","High School","No"
9.4,76.5,47.6,"No","Bachelor","Yes"
6.8,73.3,91.8,"No","Bachelor","No"
5.2,75.2,58.5,"No","Associate","No"
1.9,56.5,84.5,"Yes","Bachelor","No"
9.1,70.7,79.3,"No","Associate","No"
13.7,98.5,75.4,"Yes","Doctorate","Yes"
11.1,89.8,60.2,"Yes","Associate","No"
6.3,51.8,61.5,"No","Doctorate","Yes"
15,61.7,76.1,"Yes","Master","Yes"
9.4,82.8,41.7,"No","High School","No"
17.9,80.4,56.1,"No","High School","No"
5.1,54,71.9,"No","Master","Yes"
5.8,86.4,67.6,"Yes","High School","Yes"
10.5,80,60,"No","High School","Yes"
6.4,50.2,98,"Yes","Bachelor","No"
1,53.7,67.7,"No","Doctorate","No"
12.9,74.3,51.5,"No","Associate","Yes"
15,69,62.4,"Yes","Doctorate","No"
7.5,45.2,52.5,"No","High School","No"
6.5,84.5,69.1,"No","Associate","No"
2.6,78.4,61.7,"Yes","Associate","Yes"
9.3,66.4,92.2,"No","Doctorate","No"
8.3,84.9,87.6,"No","Master","No"
10.9,85.7,67.9,"Yes","Bachelor","No"
12.3,37.6,72.7,"Yes","Associate","Yes"
6.7,64.4,65.8,"Yes","High School","Yes"
10,66.1,76.2,"Yes","Associate","No"
6.4,92.3,61.8,"Yes","Master","No"
6.1,35.5,52.1,"Yes","Doctorate","Yes"
14.6,51.7,56.8,"No","High School","Yes"
10.6,77.7,69.3,"Yes","High School","Yes"
10.4,93.1,67.3,"No","Master","No"
15,77.2,67.2,"No","Associate","Yes"
10.9,79.6,82.6,"No","Bachelor","No"
11.1,96.6,64.8,"Yes","Master","No"
6.5,98.9,72.3,"Yes","High School","Yes"
19.8,84.5,37.9,"Yes","Bachelor","Yes"
6.8,96.9,72.7,"No","Associate","Yes"
14.3,81.6,63.8,"No","Master","Yes"
8.5,84.9,70.7,"No","Bachelor","Yes"
19.4,67.4,57.8,"No","High School","Yes"
11.8,83,62.2,"Yes","Bachelor","No"
12.7,73.4,85.4,"No","Master","No"
11.4,61.8,90,"Yes","Doctorate","No"
17,32.4,52,"No","Master","Yes"
14.3,76.9,79.5,"Yes","Master","Yes"
12.5,59.2,68.6,"Yes","Master","No"
12.4,58.6,57.7,"Yes","Doctorate","Yes"
8.1,86.4,74,"Yes","Doctorate","Yes"
10.1,71,79.7,"Yes","Doctorate","Yes"
9.3,68.3,54.4,"Yes","Doctorate","No"
7,41,84.6,"Yes","Doctorate","Yes"
2.9,73.8,54.6,"No","High School","No"
14.4,82.3,56.9,"No","High School","No"
9.2,44.7,61,"Yes","High School","Yes"
12,71.3,88.1,"Yes","Doctorate","No"
10.2,88.4,71.1,"No","Bachelor","No"
5.6,82.8,59.6,"Yes","Doctorate","Yes"
1.5,70.3,70.6,"No","Bachelor","No"
12.4,58.9,97.6,"Yes","Doctorate","No"
15.8,69.1,69.9,"Yes","Bachelor","Yes"
6.5,73.9,73.2,"Yes","Associate","Yes"
7,62.2,59.8,"Yes","High School","No"
7.5,94.4,38.9,"No","Associate","Yes"
15.8,50.3,50.9,"No","Associate","No"
16.5,60.6,36.1,"No","High School","No"
15,51.4,73.5,"No","Associate","Yes"
14.1,63.2,60.6,"No","Master","Yes"
17.8,64.8,48.5,"No","Associate","Yes"
11.9,49.1,60.5,"Yes","Master","No"
10.8,54.4,37.7,"No","High School","Yes"
4.1,73.6,62.2,"Yes","High School","Yes"
7.1,82.2,48.6,"No","High School","Yes"
2.8,47.9,56.2,"No","Master","No"
15.1,86.6,56.9,"No","High School","No"
11.7,83.2,50.5,"Yes","Master","Yes"
8,68.7,69.5,"Yes","Bachelor","Yes"
10.8,72,64.4,"Yes","Master","No"
6.2,61.5,42.2,"Yes","Associate","Yes"
7.8,72.2,63.8,"No","Master","No"
21.3,99.3,68.4,"Yes","Associate","Yes"
14.5,59.3,78.3,"No","Master","No"
10.3,64,77.6,"Yes","Associate","Yes"
7.3,65.4,55.9,"Yes","Associate","No"
8.6,53.1,79.7,"No","Bachelor","Yes"
9.8,92,55.3,"No","High School","No"
19.5,74.7,66.5,"No","Master","Yes"
13.5,52.8,62.9,"No","Bachelor","No"
14.4,80,68.1,"No","High School","Yes"
11.4,79.1,58.9,"No","Bachelor","No"
11.5,64.1,93.1,"No","Bachelor","No"
22,66.5,37.5,"Yes","Bachelor","No"
13.8,67.8,49.6,"Yes","High School","No"
10.3,68.4,60.4,"No","Master","Yes"
5.3,72.9,80.5,"Yes","Bachelor","No"
14.5,71.5,74.8,"No","Master","No"
5.4,90.6,61.9,"No","Bachelor","No"
14.1,79.4,69,"Yes","Associate","Yes"
12.8,90,62.8,"Yes","Doctorate","Yes"
5.8,42.9,56.2,"Yes","High School","No"
7.2,89.4,73,"No","Doctorate","Yes"
8.8,84.5,80.7,"No","Bachelor","Yes"
9.4,89.3,57.4,"Yes","Doctorate","Yes"
9.5,69.5,60.1,"Yes","Bachelor","No"
12.7,40.4,63.6,"Yes","Associate","Yes"
1.8,81.2,89.4,"No","Bachelor","No"
15.9,74.2,38.3,"No","Doctorate","Yes"
14.6,92.1,61.5,"Yes","High School","Yes"
14.8,79,77,"Yes","Master","Yes"
0.4,99.3,47.5,"No","Bachelor","Yes"
6.7,75.3,67.8,"No","Doctorate","No"
7.1,90.5,78.2,"No","Bachelor","No"
18.7,69.2,88.2,"No","Associate","No"
9.9,66.3,63.2,"Yes","Doctorate","No"
12.8,94.9,55.2,"No","Bachelor","No"
2.9,69.6,67.5,"Yes","Doctorate","Yes"
8.6,95.6,39.8,"No","High School","Yes"
10.1,76.8,67.9,"No","Doctorate","No"
0.4,78.7,45.4,"No","Associate","No"
8.5,53.9,67.2,"Yes","Bachelor","No"
15.6,91.5,72.5,"No","High School","Yes"
17,92.1,33.2,"Yes","Associate","No"
13.6,86.2,64.4,"Yes","Bachelor","Yes"
3.3,78.3,74.4,"Yes","Associate","Yes"
16.3,95.9,47.6,"No","Master","No"
13.6,74,59.7,"No","Doctorate","Yes"
0.1,89.3,59.3,"No","Associate","Yes"
14.8,49.8,80.4,"No","High School","Yes"
7,72.3,86.3,"Yes","Bachelor","No"
10.3,61.1,56.9,"No","Associate","No"
17.7,96.6,48.9,"Yes","Bachelor","No"
9.4,35.5,74.1,"No","Master","No"
6.7,35.3,93.8,"Yes","High School","Yes"
9,66.3,54.1,"No","Master","Yes"
13.5,91,60.3,"Yes","Associate","Yes"
16.8,95,78.4,"No","Master","Yes"
17.4,67.1,85.8,"Yes","Master","Yes"
8.9,93.6,53.2,"No","Bachelor","No"
13.6,65.5,82.5,"Yes","Master","Yes"
6.3,92.8,43.1,"Yes","Doctorate","Yes"
4.4,77.2,38.6,"Yes","Master","No"
11.1,88.5,64,"Yes","Associate","No"
15.2,56.2,58,"No","Bachelor","Yes"
7.2,85.3,63.9,"No","Master","Yes"
12.7,56,65.8,"No","High School","No"
11.7,74.8,64.2,"Yes","Master","No"
5,66.7,57.6,"Yes","High School","No"
7.1,79.1,70.2,"Yes","Bachelor","No"
0.8,63.7,70.1,"Yes","Doctorate","No"
3.5,71.9,66.9,"No","Bachelor","No"
12.7,70.8,63.9,"No","Doctorate","No"
9.8,68.7,66.8,"No","Associate","No"
1.5,75.5,90,"Yes","High School","Yes"
0.3,69.9,65.1,"Yes","Bachelor","Yes"
1.1,49.2,40.8,"No","Master","Yes"
8.9,68.2,90,"Yes","High School","No"
15.1,71.1,85.2,"Yes","High School","Yes"
6.7,98.5,55.9,"Yes","Bachelor","No"
16.7,76.1,61.7,"Yes","High School","Yes"
6,72,68.7,"No","High School","Yes"
21.7,69,78.8,"No","Bachelor","No"
9.1,83.8,52,"Yes","Doctorate","Yes"
11.3,78.4,56.9,"No","Bachelor","No"
6.5,85.1,78.2,"Yes","Bachelor","Yes"
11.5,76.9,72.1,"No","High School","No"
18.7,93.5,89.6,"No","High School","Yes"
11.2,95.8,85.6,"Yes","Bachelor","Yes"
12.3,64.4,49.2,"Yes","High School","No"
8.1,88.7,65.8,"Yes","High School","Yes"
7.1,83,47.4,"Yes","Associate","Yes"
10.2,79.1,68.9,"No","High School","Yes"
5.2,90.8,41.2,"No","Associate","No"
4.3,80.1,45.2,"No","Master","No"
3.1,82.6,69.6,"No","Bachelor","Yes"
18.7,75.5,78.2,"Yes","Doctorate","Yes"
12.8,72.3,65.6,"No","Master","No"
4.4,69.3,56.7,"No","Associate","Yes"
6.4,80.8,85,"No","High School","Yes"
13.6,53.3,73.3,"Yes","Associate","Yes"
13.2,77.8,86,"Yes","Doctorate","No"
10.8,71,59.4,"No","Bachelor","No"
16.5,68.9,75,"Yes","Bachelor","Yes"
4.7,86.8,63.8,"Yes","Doctorate","No"
13.3,92.4,70.3,"No","Associate","No"
6.3,87.5,31.7,"Yes","Associate","Yes"
13.6,42.3,45.3,"No","High School","Yes"
14.8,63.1,78.9,"Yes","Bachelor","No"
6.2,65.6,56.9,"Yes","High School","Yes"
10.6,89.4,85.1,"No","High School","No"
5.4,90.3,71.7,"Yes","Associate","No"
4.5,65.1,57.3,"No","Doctorate","Yes"
6.6,69.5,37.6,"No","Associate","No"
7.9,80.5,56.1,"Yes","High School","No"
16.2,73.3,74.7,"Yes","High School","No"
7.7,66.9,77.4,"Yes","Doctorate","No"
14.4,58.7,61.8,"No","Master","No"
14.5,60.7,68.2,"No","Master","Yes"
14.8,85.7,84.7,"No","Bachelor","Yes"
11.9,61,61.6,"No","Associate","No"
16.9,53,56.5,"Yes","Master","Yes"
11.9,77.8,71.1,"No","Associate","No"
18.6,31.4,61.8,"No","High School","Yes"
1.9,74.9,66.8,"No","Doctorate","Yes"
11.4,86.3,47.7,"No","Bachelor","Yes"
5.3,81.8,73.6,"No","Associate","No"
12.9,49.4,55.7,"No","Doctorate","Yes"
2.5,71.3,60.1,"Yes","Master","Yes"
8.8,83.3,85.7,"Yes","Bachelor","Yes"
9.6,65.2,47.5,"Yes","Doctorate","No"
3.3,77.9,74.1,"Yes","Bachelor","No"
5.2,44.8,41,"No","Master","No"
10.7,89.8,85.1,"No","High School","No"
8.3,83.2,39,"No","High School","Yes"
5.3,81.2,80.1,"Yes","Associate","No"
19.4,63.8,64.1,"No","Bachelor","Yes"
9.6,64.2,64.8,"Yes","Associate","Yes"
7.9,78,75.7,"Yes","Master","No"
3.4,71.8,79.4,"No","Bachelor","No"
12.3,98.4,72.3,"No","Associate","No"
13.6,89.1,61.9,"No","High School","No"
14.5,50.1,71.7,"No","Master","No"
10.7,73.9,65.6,"Yes","Master","No"
16.1,93,65,"No","Associate","No"
2.4,50.5,71.6,"Yes","Doctorate","Yes"
8.3,91.7,64.3,"No","Associate","No"
3.4,76.9,47.3,"Yes","Doctorate","No"
5.9,77.8,87.1,"Yes","Master","Yes"
14.1,59.7,39.3,"No","Doctorate","No"
1.9,100,74.1,"Yes","Doctorate","Yes"
8.2,46.8,63.7,"Yes","High School","Yes"
13.9,60.3,51.2,"Yes","Master","Yes"
0.6,70.9,82.6,"No","Bachelor","No"
1.3,79.6,65.5,"No","Associate","Yes"
1.2,53.6,60.3,"No","Master","No"
13.2,69.4,84.1,"No","High School","Yes"
12.4,64,69.8,"No","High School","Yes"
10.7,84.8,60.5,"No","Master","Yes"
5.6,60.9,52.5,"No","Master","No"
13.7,58.3,96.6,"Yes","High School","No"
13.4,82.9,63.9,"Yes","Doctorate","Yes"
10.4,73.9,61.6,"No","Associate","Yes"
4.1,61,72.5,"Yes","Doctorate","Yes"
7.9,58.1,75.8,"Yes","Master","Yes"
8.4,83.4,48.9,"Yes","High School","Yes"
8.8,59.9,56.5,"No","Bachelor","No"
9.2,60.7,84.1,"Yes","Doctorate","No"
11.4,52.1,82.3,"Yes","Doctorate","No"
7.1,67.1,73.8,"No","Associate","Yes"
4.5,77.5,43.9,"No","Master","No"
4.7,74.4,56.5,"No","Master","No"
9.3,76.7,52.6,"Yes","Master","Yes"
9.1,47.2,70.4,"Yes","Bachelor","Yes"
15,51,83.2,"No","Master","No"
3.4,30.7,84.6,"No","Doctorate","Yes"
14.3,84.4,89.5,"No","Associate","Yes"
15.3,68.2,58.3,"Yes","Master","No"
19.2,90.3,82.9,"No","Bachelor","Yes"
0.5,76.8,72.8,"No","Associate","Yes"
6,66.1,43.3,"Yes","Bachelor","Yes"
17.8,80.9,48.8,"No","Bachelor","Yes"
7.3,66.3,78.2,"Yes","Master","No"
7.4,36.1,60,"Yes","High School","Yes"
10.5,71.1,61.5,"Yes","Bachelor","Yes"
12.6,54.6,76.8,"Yes","Doctorate","No"
16.3,52.6,77.4,"Yes","Bachelor","Yes"
7.7,61.2,33.9,"No","High School","No"
7.7,57.3,53.8,"No","High School","No"
11.5,91.2,45.4,"No","Doctorate","Yes"
5.5,72.4,42.5,"No","High School","Yes"
5.9,83.5,66.8,"Yes","Doctorate","No"
18.7,72.5,67.5,"Yes","Doctorate","Yes"
13.9,45,70.1,"Yes","Associate","Yes"
15.4,80.9,60.6,"Yes","Master","Yes"
17.1,68.2,49.4,"Yes","Doctorate","No"
10.2,57.1,80.8,"No","Associate","Yes"
17.1,68.7,85.4,"Yes","High School","No"
15.1,45.4,65.6,"No","High School","No"
15,90.7,78.2,"No","Bachelor","Yes"
18.9,99.5,53.4,"No","Doctorate","Yes"
7.5,71.1,41,"Yes","Bachelor","Yes"
11.6,88.9,45.1,"Yes","High School","Yes"
17.8,64.9,72.5,"No","High School","No"
7.6,84.5,85.2,"Yes","Bachelor","No"
8.5,74.7,59.4,"No","Doctorate","No"
10.9,90,38.4,"Yes","Doctorate","Yes"
8.9,67.2,60.1,"No","High School","Yes"
13.4,41,76.7,"Yes","Master","Yes"
17.2,73.2,66.1,"No","Associate","No"
4.2,73.1,61.1,"No","Doctorate","Yes"
4.2,60.7,75.3,"Yes","Bachelor","No"
10.2,83.2,45.2,"Yes","Master","No"
0.4,97.4,50.5,"No","Master","No"
7.8,35.5,54.1,"Yes","Master","Yes"
1.3,34,58.4,"Yes","Doctorate","No"
6.2,70.2,79.6,"No","Bachelor","Yes"
18.3,76.8,46.8,"No","Master","No"
6.8,75.9,79.8,"No","High School","No"
9,84.9,64.1,"Yes","Bachelor","Yes"
9.5,78.9,72,"Yes","Associate","Yes"
11.7,39.6,66.6,"No","Doctorate","Yes"
6.1,89.9,82.5,"No","High School","No"
13.7,75.2,53.5,"No","Doctorate","No"
8.3,87.9,79.2,"No","Bachelor","No"
6.4,58,55.9,"No","Associate","Yes"
9.1,86.2,53.5,"Yes","Master","Yes"
10.3,78.1,48.1,"Yes","Doctorate","No"
10.4,66.5,61.9,"No","Master","No"
11.3,63.6,85.2,"Yes","Bachelor","No"
9.3,66.4,96.4,"No","Master","No"
11.1,46.7,71.8,"Yes","Bachelor","No"
9.4,80.5,61.9,"No","Associate","No"
9.7,78.1,72.5,"No","Doctorate","Yes"
1,63.8,54,"Yes","Associate","Yes"
2.7,88.3,58,"Yes","Associate","Yes"
13.3,89.8,56.9,"Yes","Bachelor","No"
14.5,61.6,49.9,"No","Doctorate","Yes"
10.8,84.8,60.4,"No","Associate","No"
13.8,53,77.5,"No","Bachelor","Yes"
13.6,88.3,76.4,"Yes","Master","Yes"
5.7,96.3,45,"No","Doctorate","Yes"
4.5,66.4,59.8,"Yes","High School","Yes"
0.6,61.1,46.6,"No","Doctorate","No"
18.6,80.1,77.3,"Yes","Associate","Yes"
8.6,64,58.3,"Yes","Associate","Yes"
7.4,73.7,77.3,"Yes","Master","Yes"
8.1,69.1,39.1,"No","Doctorate","No"
17.2,87.2,71.5,"No","Bachelor","No"
14.8,64.1,68.5,"Yes","Master","No"
10.2,67,70.6,"No","Doctorate","No"
3,60.6,53.1,"No","Associate","Yes"
11.8,64.7,79.2,"Yes","High School","No"
10.2,78.1,32.5,"Yes","Bachelor","Yes"
8.2,32,72.2,"No","Associate","No"
20.1,99.9,74.4,"No","Doctorate","Yes"
14.6,82.4,73.6,"Yes","Doctorate","No"
9.7,71.2,81.9,"No","Master","No"
17.3,78.9,55.1,"No","High School","No"
11.8,84.2,72.5,"No","Master","No"
10,70.8,58.6,"No","Bachelor","No"
6.6,67,64.8,"No","Doctorate","No"
8.5,84.2,48.5,"No","Master","Yes"
7.1,88.5,52.8,"No","Associate","No"
14.5,50.5,86.9,"Yes","Bachelor","Yes"
6,73.4,69.4,"Yes","Bachelor","No"
7.5,52,96.6,"No","Bachelor","Yes"
9.3,76.4,45.4,"Yes","High School","No"
19.9,83.9,84.2,"No","High School","No"
12.9,95.1,52.5,"Yes","High School","No"
1.8,67.7,58,"Yes","High School","No"
8.2,88.6,47.4,"Yes","Bachelor","No"
6.1,37.5,56.3,"No","Doctorate","No"
6,87.4,33.5,"No","High School","Yes"
1,63.7,52.3,"Yes","Bachelor","Yes"
3.6,62.4,68,"Yes","Bachelor","No"
14.4,77.4,39.2,"No","High School","No"
9.3,75.1,69,"Yes","Bachelor","Yes"
12.7,67.2,41.8,"No","Master","No"
6.9,76.1,56.3,"No","Bachelor","No"
17.1,80.2,69.4,"No","Associate","Yes"
10.8,78.1,87.1,"Yes","Doctorate","Yes"
1.5,31.3,88.3,"No","Master","No"
4.7,77.5,75.7,"No","Master","Yes"
11.7,81.5,71.6,"Yes","Doctorate","Yes"
1.1,64.3,73.7,"Yes","High School","Yes"
5.5,74.8,64,"No","Associate","No"
6.5,96.5,65.6,"No","Doctorate","No"
8.7,88.4,41.2,"No","Master","Yes"
8.6,68.4,54.4,"Yes","Doctorate","Yes"
8.6,79,64.3,"No","Associate","No"
14.1,90.2,72,"No","High School","Yes"
8.7,50.4,58.5,"Yes","Bachelor","No"
3.3,93.5,76.8,"Yes","Bachelor","No"
15.1,40.4,68.7,"No","Bachelor","No"
6.6,53.2,43.3,"Yes","Bachelor","Yes"
4.6,50.7,64.1,"No","Bachelor","Yes"
6.2,53.3,63.6,"No","Bachelor","No"
21.6,77.6,46.2,"No","Associate","No"
9.6,96.3,97.8,"No","Master","Yes"
13.1,84.2,50,"Yes","Associate","No"
5.7,74.7,68.8,"No","Master","No"
4.6,75.2,34.2,"Yes","Associate","Yes"
5.2,65.8,88.3,"No","Doctorate","Yes"
12.1,92.8,82.5,"Yes","High School","No"
8.9,89.3,79.3,"Yes","Master","No"
11.7,39.2,46.9,"No","Associate","Yes"
5.9,92.9,43,"No","Doctorate","Yes"
0.2,50.7,51.8,"No","Master","No"
7.5,60.7,81.1,"Yes","Doctorate","No"
2.1,61.7,69.1,"Yes","Master","Yes"
4.1,64.3,89.5,"No","Bachelor","Yes"
10.8,88.4,64.7,"No","High School","Yes"
9.4,69.7,85.2,"Yes","Bachelor","Yes"
3.9,80.8,56.2,"Yes","Associate","No"
16,99.2,49.5,"No","Master","Yes"
4,49.5,58.1,"No","Bachelor","Yes"
17.4,77.3,67.2,"Yes","Master","Yes"
4.7,63.4,67.5,"No","Bachelor","Yes"
8.1,71.5,37.5,"Yes","Associate","No"
12.7,77.2,63.9,"No","Bachelor","No"
15.6,55.9,63.1,"Yes","Master","Yes"
4.1,75.5,39.9,"Yes","Bachelor","Yes"
3.7,83.2,86.4,"No","High School","Yes"
3.5,85.9,65.3,"No","Associate","No"
5.5,73.5,60.3,"Yes","High School","Yes"
15.5,58.8,64,"Yes","Associate","No"
12.8,76.9,44.9,"Yes","Doctorate","No"
7.3,34.8,84.3,"No","Doctorate","Yes"
9.9,48.8,54.3,"No","Master","No"
11.5,44.2,49.5,"Yes","Bachelor","Yes"
14.7,81,74,"No","Doctorate","No"
11.1,57.8,77.8,"Yes","Master","Yes"
13.6,73.7,82.6,"Yes","High School","Yes"
3.8,88.2,96.4,"No","Doctorate","Yes"
15.3,54.5,83.4,"No","Master","No"
11.5,74.7,63.8,"No","Associate","Yes"
17.9,74.5,76.5,"No","Bachelor","No"
1.2,85.6,65.9,"No","Bachelor","No"
13.2,87.1,52.3,"No","Master","No"
20.7,56.5,50,"Yes","Doctorate","Yes"
6.1,71,78.1,"Yes","High School","Yes"
4.6,47.2,58.1,"No","High School","Yes"
5.2,59.4,53.5,"Yes","Master","No"
20,63.1,57.3,"Yes","Doctorate","Yes"
8.4,32.8,65.1,"No","Bachelor","Yes"
17.8,93.7,85.8,"No","Bachelor","No"
15.9,82.8,65.2,"No","Associate","No"
10.6,82.8,89.1,"No","Associate","No"
16,87.7,54.7,"No","Doctorate","Yes"
17.9,81.6,82.1,"Yes","Associate","No"
1.7,80.5,37.7,"Yes","Associate","Yes"
4.2,84,61.4,"No","Associate","Yes"
0.3,81.9,78.7,"No","Associate","Yes"
1.6,80,40.3,"No","Associate","No"
7.7,81.5,50.6,"Yes","Doctorate","Yes"
7.4,99,46.1,"No","High School","No"
9.6,88.3,50.7,"No","Bachelor","Yes"
2.1,86.4,55.7,"Yes","Associate","Yes"
13,73.7,45.1,"Yes","Bachelor","Yes"
6.6,51.1,72.8,"Yes","High School","Yes"
16,86.5,38.3,"Yes","Associate","No"
21.7,83.6,65,"Yes","Doctorate","Yes"
13.3,89,86.7,"Yes","Master","Yes"
20.1,91.1,60.7,"Yes","High School","Yes"
7.4,63,71,"No","Bachelor","Yes"
4.8,48,74.7,"No","Bachelor","No"
4.3,79.4,67.2,"No","Doctorate","No"
18.4,55.7,46.3,"Yes","High School","No"
11.1,63.4,30,"Yes","Bachelor","Yes"
4.3,66.5,68,"Yes","Doctorate","No"
5.5,40.9,61,"Yes","High School","Yes"
11.7,69.4,69.7,"Yes","Doctorate","Yes"
12.6,79.1,52.3,"Yes","Master","No"
13,52,72.4,"No","Doctorate","Yes"
2.6,44.6,53.3,"Yes","Bachelor","No"
10,37.6,80,"No","Bachelor","Yes"
4.9,77.9,66.8,"Yes","High School","Yes"
12,93.7,62.8,"Yes","Associate","Yes"
21.7,70.7,82.4,"No","Doctorate","Yes"
14.2,73,68.6,"Yes","Bachelor","Yes"
9.2,82.6,61.6,"Yes","Associate","No"
8.4,66.1,65.7,"No","Bachelor","Yes"
6.2,81.1,54.5,"Yes","Doctorate","Yes"
11.3,47.4,44.7,"Yes","Bachelor","Yes"
4.3,42.8,44.9,"Yes","Master","Yes"
0.6,61.2,54.7,"No","High School","No"
10.1,98.2,45.1,"No","Master","No"
3.6,91.6,53.7,"Yes","Doctorate","No"
5,75.8,55.4,"Yes","Bachelor","No"
9.3,87.7,68.6,"Yes","Doctorate","Yes"
13.3,60.9,87.2,"Yes","Bachelor","Yes"
3.2,70.2,74.4,"No","Bachelor","No"
3.1,78.1,56.4,"Yes","Associate","No"
11.6,51.3,66,"No","Bachelor","No"
12.3,73.7,70.9,"No","Associate","Yes"
11.3,54.1,67.8,"Yes","High School","Yes"
9.7,45.7,58.3,"No","Doctorate","No"
17.6,84.7,53.7,"Yes","High School","No"
7.5,75.4,51,"Yes","High School","No"
4.9,79.7,94.5,"No","Associate","No"
11,89.6,62,"Yes","Master","Yes"
0.7,77.5,87.3,"No","High School","No"
13.2,65.7,71,"No","Master","No"
5.1,91.2,54.8,"Yes","Master","No"
9.3,71.5,55,"Yes","Doctorate","No"
12.6,67.2,45.7,"No","Doctorate","No"
9.3,69,96.9,"No","Bachelor","Yes"
8.4,40.9,82.2,"Yes","Master","No"
5.1,70,93.6,"No","Bachelor","Yes"
4.7,72.4,57.2,"No","Associate","Yes"
10.1,78.5,66.2,"Yes","High School","Yes"
13.2,75.6,72.1,"No","Bachelor","No"
13.1,83.1,81.8,"Yes","Master","Yes"
4.3,94.8,75.8,"No","Bachelor","No"
7.9,89,46.2,"No","Doctorate","No"
15,60.1,75.7,"No","Bachelor","No"
16,71.9,99.7,"No","Master","No"
8.5,64.9,68.9,"No","Doctorate","No"
8.7,75.2,86,"Yes","Doctorate","Yes"
6.5,97,77.6,"No","Associate","Yes"
10.4,68.5,56.8,"No","Doctorate","Yes"
11,63.6,51.7,"Yes","Doctorate","Yes"
14,85.3,47.9,"Yes","Doctorate","Yes"
14,58.7,66.8,"No","Associate","No"
1.5,57.5,73.3,"No","Master","Yes"
9.2,82.6,74.1,"Yes","Doctorate","No"
16.9,39.2,48,"Yes","Bachelor","No"
7.8,65.3,83.5,"No","Associate","No"
15.7,92.1,56.7,"No","Bachelor","No"
8.5,38.3,66.8,"No","Associate","No"
10.9,39.8,55.4,"Yes","High School","Yes"
4.3,46.3,47.3,"No","Doctorate","Yes"
14.4,77.4,64.8,"No","Associate","No"
10.1,61.6,48.5,"Yes","High School","Yes"
3.9,49.2,55.7,"No","Bachelor","No"
8.4,99.4,96.7,"No","Master","Yes"
8.6,62.9,56.9,"No","Master","Yes"
10.3,64.6,45,"No","Doctorate","Yes"
4.8,63,57.8,"Yes","Doctorate","No"
6.1,57,79.8,"Yes","Bachelor","Yes"
7.9,63.3,69,"Yes","Bachelor","Yes"
14.1,86,74.2,"Yes","Doctorate","Yes"
17.8,81,45.4,"Yes","Bachelor","Yes"
21.7,63,79.8,"No","High School","Yes"
1.8,94.7,65.6,"No","Associate","Yes"
11.5,86.5,81.3,"No","High School","Yes"
7.1,67.1,60.8,"No","Doctorate","Yes"
20.4,95.1,42.7,"No","Master","No"
12.2,77.2,48.3,"Yes","Master","Yes"
10.7,88.6,56.8,"Yes","Master","No"
11.3,98.8,73.8,"No","Master","Yes"
